   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   2.0988624e-01	   5.4504287e-13	
   1.0000000e-02	   3.1349844e-02	   8.9873287e+01	   1.5225138e-01	   5.4899153e-13	
   2.0000000e-02	   6.3882268e-02	   9.3289901e+01	   1.2388884e-01	   5.5311939e-13	
   3.0000000e-02	   1.0949761e-01	   9.5970754e+01	   1.0582039e-01	   5.5895960e-13	
   4.0000000e-02	   1.6543877e-01	   9.7999222e+01	   9.3045931e-02	   5.6620609e-13	
   5.0000000e-02	   2.5266901e-01	   1.0002102e+02	   8.3368793e-02	   5.7769361e-13	
   6.0000000e-02	   4.0108957e-01	   1.0217811e+02	   7.5802509e-02	   5.9777757e-13	
   7.0000000e-02	   6.5114663e-01	   1.0443584e+02	   6.9689174e-02	   6.3320644e-13	
   8.0000000e-02	   9.7824696e-01	   1.0637937e+02	   6.4582315e-02	   6.8274001e-13	
   9.0000000e-02	   1.5795479e+00	   1.0876281e+02	   6.0211041e-02	   7.8412527e-13	
   1.0000000e-01	   2.3253167e+00	   1.1083143e+02	   5.6425491e-02	   9.3102712e-13	
   1.1000000e-01	   3.0015924e+00	   1.1230798e+02	   5.3131858e-02	   1.0879023e-12	
   1.2000000e-01	   3.6406737e+00	   1.1350459e+02	   5.0249644e-02	   1.2603699e-12	
   1.3000000e-01	   4.4287019e+00	   1.1480667e+02	   4.7704363e-02	   1.5111266e-12	
   1.4000000e-01	   5.4887857e+00	   1.1636172e+02	   4.5433671e-02	   1.9288978e-12	
   1.5000000e-01	   6.7778373e+00	   1.1806274e+02	   4.3389443e-02	   2.5954603e-12	
   1.6000000e-01	   8.1995080e+00	   1.1978944e+02	   4.1535271e-02	   3.6006545e-12	
   1.7000000e-01	   9.7369059e+00	   1.2154656e+02	   3.9843241e-02	   5.1300458e-12	
   1.8000000e-01	   1.1397813e+01	   1.2336356e+02	   3.8291501e-02	   7.5198981e-12	
   1.9000000e-01	   1.3143734e+01	   1.2521592e+02	   3.6862520e-02	   1.1240978e-11	
   2.0000000e-01	   1.4927660e+01	   1.2706987e+02	   3.5541803e-02	   1.6951053e-11	
   2.1000000e-01	   1.6711735e+01	   1.2889900e+02	   3.4316980e-02	   2.5562549e-11	
   2.2000000e-01	   1.8460623e+01	   1.3067649e+02	   3.3177218e-02	   3.8237804e-11	
   2.3000000e-01	   2.0144713e+01	   1.3237869e+02	   3.2112867e-02	   5.6351045e-11	
   2.4000000e-01	   2.1723337e+01	   1.3396875e+02	   3.1115282e-02	   8.1052112e-11	
   2.5000000e-01	   2.3133967e+01	   1.3538652e+02	   3.0176779e-02	   1.1215725e-10	
   2.6000000e-01	   2.4311834e+01	   1.3656872e+02	   2.9290701e-02	   1.4710046e-10	
   2.7000000e-01	   2.5211622e+01	   1.3747101e+02	   2.8451524e-02	   1.8096427e-10	
   2.8000000e-01	   2.5817381e+01	   1.3807802e+02	   2.7654936e-02	   2.0805051e-10	
   2.9000000e-01	   2.6151018e+01	   1.3841203e+02	   2.6897831e-02	   2.2466347e-10	
