   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   1.0494312e-01	   5.4504287e-13	
   1.0000000e-02	   3.3311317e-03	   8.3172739e+01	   8.8456638e-02	   5.4546109e-13	
   2.0000000e-02	   5.2276577e-03	   8.6117333e+01	   7.7158877e-02	   5.4569934e-13	
   3.0000000e-02	  -2.9738806e-03	   8.5142914e+01	   6.8859543e-02	   5.4466977e-13	
   4.0000000e-02	  -1.2676590e-02	   8.3365126e+01	   6.2395277e-02	   5.4345426e-13	
   5.0000000e-02	  -1.8369007e-02	   8.3888693e+01	   5.7263884e-02	   5.4274241e-13	
   6.0000000e-02	  -3.0359863e-02	   7.9651918e+01	   5.3080001e-02	   5.4124597e-13	
   7.0000000e-02	  -2.5644453e-02	   8.6599059e+01	   4.9544675e-02	   5.4183395e-13	
   8.0000000e-02	  -3.5027524e-02	   8.6005265e+01	   4.6493515e-02	   5.4066457e-13	
   9.0000000e-02	  -3.7109165e-02	   8.7542395e+01	   4.3844159e-02	   5.4040548e-13	
   1.0000000e-01	  -5.2856975e-02	   8.5146091e+01	   4.1536390e-02	   5.3844948e-13	
   1.1000000e-01	  -6.1473908e-02	   8.4868331e+01	   3.9510630e-02	   5.3738219e-13	
   1.2000000e-01	  -7.1871022e-02	   8.3730747e+01	   3.7711413e-02	   5.3609722e-13	
   1.3000000e-01	  -8.1922571e-02	   8.2517875e+01	   3.6092767e-02	   5.3485788e-13	
   1.4000000e-01	  -8.3529286e-02	   8.5761925e+01	   3.4619080e-02	   5.3466005e-13	
   1.5000000e-01	  -8.7962349e-02	   8.6913028e+01	   3.3263979e-02	   5.3411457e-13	
   1.6000000e-01	  -9.6217771e-02	   8.6917515e+01	   3.2009091e-02	   5.3310025e-13	
   1.7000000e-01	  -1.0337268e-01	   8.7211025e+01	   3.0842765e-02	   5.3222270e-13	
   1.8000000e-01	  -1.1289084e-01	   8.6907551e+01	   2.9758264e-02	   5.3105753e-13	
